                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.74847,                 1.2082,                0.88676,                      1,                0.95167,                  0.995,                0.35398,                      0,                    inf,                      0,               0.072235,              0.0012348,              0.0012348
                     30,                0.65535,                 1.1603,                0.83284,                      1,                0.95476,                  0.995,                0.35559,                      0,                    inf,                      0,               0.071218,               0.001218,               0.001218
                     31,                0.92876,                 1.0546,                 1.0261,                      1,                0.95476,                  0.995,                0.35559,                      0,                    inf,                      0,               0.070197,              0.0011972,              0.0011972
                     32,                0.69146,                 1.2508,                0.87127,                0.65252,                      1,                0.82833,                0.29848,                      0,                    inf,                      0,               0.069172,              0.0011725,              0.0011725
                     33,                0.92133,                 1.1592,                 1.1296,                0.65252,                      1,                0.82833,                0.29848,                      0,                    inf,                      0,               0.068144,              0.0011438,              0.0011438
                     34,                0.48349,                 1.2513,                0.87462,                0.95796,                    0.5,                0.82833,                0.35099,                      0,                    inf,                      0,               0.067111,              0.0011111,              0.0011111
                     35,                0.54703,                0.89531,                 0.8287,                0.95796,                    0.5,                0.82833,                0.35099,                      0,                    inf,                      0,               0.066075,              0.0010745,              0.0010745
                     36,                0.86296,                0.99686,                0.92358,                      1,                0.96267,                  0.995,                0.31273,                      0,                    inf,                      0,               0.065034,              0.0010339,              0.0010339
                     37,                0.78692,                 1.4386,                 0.8764,                      1,                0.96267,                  0.995,                0.31273,                      0,                    inf,                      0,               0.063989,             0.00098938,             0.00098938
                     38,                0.62168,                 1.0824,                0.86517,                      1,                0.96255,                  0.995,                0.31273,                      0,                    inf,                      0,               0.062941,             0.00094088,             0.00094088
                     39,                0.71495,                 1.7155,                0.94199,                      1,                0.96255,                  0.995,                0.31273,                      0,                    inf,                      0,               0.061888,             0.00088842,             0.00088842
                     40,                0.55018,                 1.1312,                0.83383,                      1,                0.96015,                  0.995,                0.16983,                      0,                    inf,                      0,               0.060832,               0.000832,               0.000832
                     41,                0.60052,                 1.5376,                0.83245,                      1,                0.96015,                  0.995,                0.16983,                      0,                    inf,                      0,               0.059772,             0.00077162,             0.00077162
                     42,                0.53008,                 1.3292,                0.91015,                      1,                 0.9573,                  0.995,                0.17584,                      0,                    inf,                      0,               0.058707,             0.00070728,             0.00070728
                     43,                0.90273,                 1.3013,                0.82056,                      1,                 0.9573,                  0.995,                0.17584,                      0,                    inf,                      0,               0.057639,             0.00063898,             0.00063898
                     44,                 0.8667,                 1.2673,                0.92894,                      1,                0.95772,                  0.995,                0.19042,                      0,                    inf,                      0,               0.056567,             0.00056672,             0.00056672
                     45,                0.88655,                 1.1627,                0.84009,                      1,                0.95772,                  0.995,                0.19042,                      0,                    inf,                      0,                0.05549,              0.0004905,              0.0004905
                     46,                 0.8417,                 1.2045,                0.85857,                      1,                0.95799,                  0.995,                0.21283,                      0,                    inf,                      0,                0.05441,             0.00041032,             0.00041032
                     47,                0.56956,                 1.0637,                0.75503,                      1,                0.95799,                  0.995,                0.21283,                      0,                    inf,                      0,               0.053326,             0.00032618,             0.00032618
                     48,                0.64145,                 1.0762,                0.87459,                      1,                0.95794,                  0.995,                0.28329,                      0,                    inf,                      0,               0.052238,             0.00023808,             0.00023808
                     49,                0.64962,                 1.2044,                0.96806,                      1,                0.95794,                  0.995,                0.28329,                      0,                    inf,                      0,               0.051146,             0.00014602,             0.00014602
